Player,Tm,Salary,Signed Using,Guaranteed,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Stephen Curry,GSW,43006362,Bird Rights,$88787328,PG,32.0,40.0,40.0,33.7,9.7,20.3,0.475,4.7,11.5,0.409,5.0,8.8,0.561,0.59,5.1,5.5,0.927,0.5,4.9,5.3,6.2,1.4,0.1,3.0,1.8,29.1,25.1,0.639,0.5660000000000001,0.268,1.5,15.2,8.4,32.7,1.9,0.2,11.7,32.6,3.8,1.5,5.3,0.18899999999999997,7.3,0.2,7.5,3.2
Russell Westbrook,WAS,41358814,Bird Rights,$85569960,PG,32.0,38.0,38.0,34.9,8.2,18.9,0.435,1.3,4.2,0.316,6.9,14.8,0.469,0.47,4.0,6.5,0.615,1.5,8.6,10.1,10.5,1.3,0.4,4.9,2.9,21.8,18.0,0.5,0.226,0.342,4.8,26.4,15.5,47.8,1.7,1.0,18.5,31.7,-0.6,1.6,0.9,0.032,1.7,0.0,1.7,1.3
Chris Paul,PHO,41358814,Bird Rights,$41358814,PG,35.0,44.0,44.0,31.9,6.0,12.5,0.48100000000000004,1.4,3.8,0.364,4.7,8.8,0.531,0.535,2.5,2.7,0.941,0.4,4.3,4.7,8.5,1.4,0.3,2.3,2.5,16.0,19.7,0.581,0.298,0.21600000000000003,1.4,14.5,8.2,38.7,2.2,0.7,14.7,22.3,3.4,2.1,5.5,0.183,2.3,1.3,3.6,2.0
John Wall,HOU,41254920,Bird Rights,$85565760,PG,30.0,32.0,32.0,31.8,7.2,17.9,0.4,1.9,6.1,0.318,5.2,11.8,0.442,0.45399999999999996,3.9,5.3,0.746,0.5,2.9,3.4,6.8,1.0,0.8,3.4,1.2,20.2,15.6,0.499,0.34,0.295,1.5,10.1,5.6,36.8,1.5,2.2,14.3,31.6,-0.7,0.9,0.2,0.008,1.3,-1.7,-0.4,0.4
James Harden,BRK,40824000,Bird Rights,$84672000,PG-SG,31.0,40.0,40.0,38.2,8.2,17.8,0.46299999999999997,2.9,8.1,0.36200000000000004,5.3,9.7,0.546,0.545,6.7,7.7,0.867,0.9,7.3,8.2,11.2,1.3,0.7,4.3,2.3,26.1,24.7,0.616,0.45399999999999996,0.435,2.6,20.6,11.9,44.6,1.6,1.7,16.7,28.9,5.1,1.6,6.7,0.21,6.2,0.4,6.6,3.3
LeBron James,LAL,39219565,Cap Space,$124875097,PG,36.0,41.0,41.0,33.9,9.5,18.4,0.513,2.4,6.5,0.368,7.1,12.0,0.5920000000000001,0.578,4.1,5.8,0.703,0.6,7.3,7.9,7.9,1.0,0.6,3.7,1.6,25.4,24.7,0.605,0.35200000000000004,0.316,2.0,23.4,13.0,40.9,1.5,1.5,15.0,31.8,3.1,2.6,5.7,0.196,6.1,1.7,7.8,3.4
Kevin Durant,BRK,39058950,Sign and Trade,$79977850,PF,32.0,19.0,18.0,35.7,9.9,18.9,0.524,2.6,5.9,0.434,7.3,12.9,0.565,0.5920000000000001,6.6,7.6,0.8690000000000001,0.4,6.9,7.3,5.3,0.7,1.4,3.5,2.3,29.0,25.4,0.652,0.315,0.40399999999999997,1.2,20.7,11.4,24.0,1.0,3.4,13.7,31.4,2.0,0.7,2.7,0.188,5.4,0.0,5.4,1.2
Paul George,LAC,35450412,Maximum Salary,$162928115,SF,30.0,36.0,36.0,33.5,8.0,16.9,0.473,3.2,7.5,0.426,4.8,9.4,0.51,0.568,3.3,3.8,0.882,0.9,5.4,6.3,5.5,1.1,0.5,3.2,2.3,22.5,21.0,0.607,0.445,0.22399999999999998,2.9,17.7,10.5,25.7,1.7,1.2,14.6,28.7,2.4,1.4,3.8,0.152,4.6,-0.4,4.1,1.9
Mike Conley,UTA,34504132,Cap Space,$34504132,PG,33.0,37.0,37.0,29.4,5.6,12.4,0.45,2.7,6.5,0.42100000000000004,2.8,5.9,0.48200000000000004,0.56,2.3,2.7,0.84,0.8,2.7,3.5,5.5,1.3,0.1,1.9,1.8,16.1,18.8,0.595,0.524,0.218,2.9,9.4,6.3,27.7,2.2,0.4,12.5,22.6,2.8,1.4,4.3,0.18899999999999997,3.1,0.3,3.4,1.5
Jimmy Butler,MIA,34379100,Sign and Trade,$70395300,SF,31.0,32.0,32.0,33.6,7.2,14.8,0.485,0.4,2.0,0.20600000000000002,6.8,12.8,0.528,0.499,6.8,7.9,0.85,2.1,5.6,7.7,7.3,1.9,0.4,2.3,1.4,21.5,26.1,0.588,0.133,0.5379999999999999,7.2,18.0,12.8,37.3,2.8,1.2,11.0,27.3,3.7,1.8,5.4,0.243,4.7,2.7,7.4,2.6
Kemba Walker,BOS,34379100,Sign and Trade,$70395300,PG,30.0,28.0,28.0,30.8,6.2,15.6,0.396,2.9,8.0,0.35600000000000004,3.3,7.6,0.439,0.48700000000000004,3.0,3.2,0.9329999999999999,0.3,3.2,3.5,4.6,1.2,0.3,2.2,1.3,18.2,16.2,0.534,0.515,0.204,1.0,11.7,6.3,22.6,1.9,1.0,11.5,26.9,0.7,0.7,1.4,0.078,1.6,-0.8,0.8,0.6
Kawhi Leonard,LAC,34379100,Cap Space,$34379100,SF,29.0,39.0,39.0,34.5,9.4,18.2,0.515,1.9,5.0,0.38299999999999995,7.5,13.2,0.5660000000000001,0.568,5.2,6.0,0.871,1.0,5.3,6.3,4.9,1.8,0.5,1.9,1.6,25.9,26.9,0.621,0.27399999999999997,0.327,3.3,16.9,10.3,23.4,2.6,1.1,8.3,29.2,5.2,1.9,7.0,0.244,5.6,1.1,6.7,3.1
Tobias Harris,PHI,33517241,Bird Rights,$148965517,PF,28.0,41.0,41.0,34.2,8.1,15.6,0.518,1.5,3.8,0.409,6.6,11.9,0.552,0.5670000000000001,3.2,3.5,0.897,1.1,6.5,7.6,3.7,0.9,0.8,1.9,2.0,20.9,20.4,0.605,0.239,0.222,3.6,20.2,12.1,17.2,1.3,2.1,10.1,23.8,3.1,2.2,5.3,0.177,3.1,0.7,3.8,2.1
Kyrie Irving,BRK,33329100,Cap space,$104748600,PG,28.0,32.0,32.0,35.5,10.8,20.8,0.52,2.8,7.1,0.401,7.9,13.7,0.581,0.588,3.7,4.1,0.893,1.1,3.8,4.9,5.6,1.3,0.6,2.3,2.7,28.1,25.0,0.622,0.342,0.19699999999999998,3.7,11.4,7.7,26.9,1.7,1.4,9.3,30.5,3.8,0.8,4.6,0.19399999999999998,5.8,-0.8,5.0,2.0
Khris Middleton,MIL,33051724,Bird Rights,$106500000,SF,29.0,45.0,45.0,33.4,7.6,15.4,0.49200000000000005,2.2,5.1,0.43700000000000006,5.3,10.2,0.52,0.565,3.0,3.5,0.878,0.8,5.3,6.0,5.4,1.1,0.2,2.8,2.4,20.4,18.6,0.604,0.33399999999999996,0.226,2.5,16.1,9.5,23.0,1.5,0.5,14.0,24.6,3.0,1.6,4.5,0.14400000000000002,2.4,-0.6,1.8,1.4
Anthony Davis,LAL,32742000,Bird,$146684160,PF,27.0,23.0,23.0,32.8,8.9,16.7,0.5329999999999999,0.7,2.5,0.293,8.1,14.1,0.575,0.555,4.0,5.7,0.715,2.0,6.3,8.4,3.0,1.3,1.8,2.0,1.8,22.5,24.6,0.588,0.151,0.33899999999999997,7.1,21.0,14.2,16.0,2.0,4.8,9.3,28.0,1.5,1.7,3.2,0.201,4.3,2.1,6.4,1.6
Damian Lillard,POR,31626953,1st Round Pick,$227626953,PG,30.0,44.0,44.0,36.2,9.2,20.6,0.446,4.2,11.1,0.374,5.0,9.5,0.531,0.5479999999999999,7.3,7.7,0.9440000000000001,0.5,3.8,4.3,7.8,0.9,0.3,3.2,1.6,29.8,26.3,0.622,0.54,0.373,1.4,11.8,6.4,36.6,1.2,0.6,11.9,32.5,6.7,0.2,6.9,0.207,7.5,-1.9,5.6,3.1
Kevin Love,CLE,31300000,Bird Rights,$91500000,PF,32.0,4.0,4.0,14.5,1.8,5.5,0.318,1.0,3.0,0.33299999999999996,0.8,2.5,0.3,0.409,1.3,1.8,0.7140000000000001,0.5,2.8,3.3,1.3,0.3,0.0,0.8,0.8,5.8,8.9,0.45899999999999996,0.545,0.318,3.7,21.8,12.5,12.7,0.9,0.0,10.7,21.0,0.0,0.0,0.0,-0.002,-2.3,-1.5,-3.8,0.0
Kyle Lowry,TOR,30000000,Bird Rights,$30000000,PG,34.0,39.0,39.0,34.6,5.6,12.9,0.436,2.7,6.9,0.39399999999999996,2.9,6.1,0.483,0.541,3.0,3.4,0.8809999999999999,0.8,4.6,5.4,7.3,1.0,0.3,2.8,3.2,17.0,16.2,0.589,0.5329999999999999,0.265,2.6,15.2,8.7,32.1,1.4,0.8,16.4,21.6,2.3,1.0,3.3,0.11699999999999999,1.6,-0.8,0.9,1.0
Joel Embiid,PHI,29542010,1st Round Pick,$94738170,C,26.0,31.0,31.0,32.6,9.5,18.0,0.525,1.2,2.9,0.42200000000000004,8.2,15.1,0.545,0.5589999999999999,9.8,11.4,0.8590000000000001,2.2,9.3,11.5,3.3,1.2,1.4,3.2,2.5,29.9,31.6,0.65,0.161,0.634,7.5,30.4,19.3,17.5,1.7,3.7,12.2,34.3,4.1,2.1,6.2,0.294,7.0,1.7,8.6,2.7
Andrew Wiggins,GSW,29542010,1st Round Pick,$94738170,PF,25.0,47.0,47.0,32.3,6.8,14.4,0.474,2.0,5.1,0.397,4.8,9.3,0.516,0.544,2.5,3.5,0.705,1.0,3.7,4.7,2.2,0.9,0.9,1.9,2.2,18.2,14.7,0.569,0.353,0.245,3.4,12.1,7.8,10.8,1.3,2.6,10.8,23.6,0.5,1.6,2.1,0.066,-0.2,-0.7,-0.9,0.4
Kristaps Porziņģis,DAL,29467800,Bird Rights,$94951800,C,25.0,29.0,29.0,30.4,7.7,16.1,0.48100000000000004,2.3,6.2,0.365,5.4,9.8,0.5539999999999999,0.552,2.7,3.2,0.8390000000000001,1.9,7.0,8.9,1.6,0.4,1.6,1.3,2.8,20.4,22.1,0.584,0.38799999999999996,0.2,7.0,24.9,16.1,8.7,0.7,4.9,6.8,27.3,1.7,1.1,2.8,0.151,2.8,-0.6,2.3,1.0
Devin Booker,PHO,29430000,1st round pick,$130800000,SG,24.0,41.0,41.0,34.0,9.3,18.9,0.49,2.0,5.8,0.35100000000000003,7.2,13.1,0.552,0.545,4.5,5.4,0.845,0.3,3.8,4.1,4.6,0.9,0.2,3.3,2.8,25.1,18.8,0.589,0.31,0.281,1.1,12.1,6.8,22.0,1.3,0.6,13.4,32.2,1.5,1.6,3.1,0.10400000000000001,1.3,-0.9,0.3,0.8
Karl-Anthony Towns,MIN,29430000,1st Round Pick,$128620000,C,25.0,27.0,27.0,33.8,8.6,17.3,0.496,2.4,5.9,0.405,6.2,11.4,0.542,0.564,4.6,5.4,0.862,2.8,7.7,10.5,4.3,0.8,1.6,3.3,3.4,24.1,23.2,0.614,0.33899999999999997,0.311,8.4,25.6,16.6,21.9,1.1,3.9,14.5,28.5,1.8,0.9,2.7,0.142,3.9,0.7,4.6,1.5
CJ McCollum,POR,29354152,1st Round Pick,$129354152,SG,29.0,21.0,21.0,32.8,8.7,19.7,0.441,4.2,10.4,0.40399999999999997,4.5,9.3,0.48200000000000004,0.547,2.7,3.1,0.877,0.5,3.3,3.9,4.7,1.0,0.5,1.3,1.8,24.2,22.6,0.5760000000000001,0.528,0.157,1.7,11.3,6.3,24.7,1.5,1.3,6.0,29.4,2.0,0.2,2.1,0.149,5.8,-1.9,3.9,1.0
Ben Simmons,PHI,29250000,1st Round pick,$169650000,PG,24.0,38.0,38.0,34.0,6.2,11.1,0.557,0.1,0.2,0.33299999999999996,6.1,10.8,0.562,0.561,3.5,5.4,0.644,1.8,6.2,7.9,7.5,1.5,0.7,3.7,3.2,15.9,18.4,0.5920000000000001,0.021,0.489,5.9,19.1,12.7,32.2,2.1,1.7,21.5,21.3,1.8,2.2,4.0,0.145,0.9,1.7,2.6,1.5
Jamal Murray,DEN,29250000,1st Round pick,$169650000,PG,23.0,44.0,44.0,35.4,7.8,16.3,0.48100000000000004,2.7,6.5,0.41100000000000003,5.2,9.8,0.528,0.563,2.7,3.2,0.856,0.8,3.1,3.9,4.9,1.3,0.3,2.3,2.0,21.0,18.6,0.596,0.39899999999999997,0.18899999999999997,2.5,10.0,6.3,20.6,1.8,0.7,11.2,24.8,3.3,1.2,4.5,0.135,2.8,-1.0,1.8,1.5
Pascal Siakam,TOR,29000000,1st Round pick,$129920000,PF,26.0,38.0,38.0,35.2,7.3,16.2,0.44799999999999995,1.2,4.2,0.294,6.0,12.0,0.502,0.486,4.4,5.3,0.826,1.9,5.5,7.4,4.7,1.1,0.7,2.1,3.2,20.1,17.6,0.5429999999999999,0.26,0.326,5.6,17.9,11.5,21.8,1.5,1.9,10.1,25.2,1.9,1.2,3.1,0.111,0.8,-0.3,0.5,0.9
Bradley Beal,WAS,28751775,Cap Space,$63253905,SG,27.0,41.0,41.0,35.5,11.0,22.6,0.485,2.2,6.5,0.33799999999999997,8.8,16.1,0.544,0.5329999999999999,7.2,8.0,0.902,1.1,3.9,5.0,4.8,1.2,0.4,3.3,2.5,31.3,23.4,0.6,0.287,0.354,3.3,11.7,7.5,24.1,1.6,0.9,11.3,34.5,3.1,1.0,4.1,0.135,5.3,-1.4,3.9,2.2
Andre Drummond,CLE,29546311,,$28751775,C,27.0,25.0,25.0,28.9,7.2,15.2,0.474,0.0,0.3,0.0,7.2,14.9,0.484,0.474,3.1,5.2,0.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5,20.8,0.5,0.021,0.33899999999999997,15.2,37.5,26.0,16.1,2.7,3.6,15.6,31.1,-0.7,1.4,0.7,0.048,-0.5,0.2,-0.3,0.3
D'Angelo Russell,MIN,28649250,Sign and Trade,$90040500,PG,24.0,20.0,19.0,29.2,7.0,16.3,0.426,3.0,7.4,0.39899999999999997,4.0,8.9,0.449,0.517,2.4,3.2,0.75,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3,16.2,0.544,0.45399999999999996,0.196,1.6,8.3,4.8,29.1,1.8,1.4,13.2,29.4,0.1,0.3,0.4,0.034,2.3,-1.8,0.4,0.4
Nikola Jokić,DEN,28542009,Bird Rights,$91531269,C,25.0,46.0,46.0,35.7,10.6,18.6,0.5710000000000001,1.5,3.6,0.428,9.1,15.0,0.605,0.612,4.1,4.8,0.868,2.9,8.2,11.1,8.5,1.6,0.7,3.0,2.7,26.9,31.6,0.649,0.192,0.258,9.4,25.8,17.7,39.5,2.2,1.7,12.8,29.1,8.4,2.3,10.7,0.307,9.3,2.5,11.9,5.8
Gordon Hayward,CHO,28500000,Sign and Trade,$120000000,SF,30.0,41.0,41.0,34.4,7.1,15.1,0.473,2.0,4.8,0.408,5.2,10.3,0.502,0.537,3.5,4.2,0.848,0.8,4.9,5.7,4.1,1.2,0.3,2.1,1.8,19.8,17.6,0.584,0.311,0.27699999999999997,2.6,15.9,9.2,19.0,1.7,1.0,11.2,23.8,2.2,1.4,3.6,0.11900000000000001,1.8,-0.5,1.4,1.2
Otto Porter,ORL,28489239,Bird Rights,$28489239,SF,27.0,26.0,6.0,21.7,3.5,8.0,0.435,1.5,3.8,0.39,2.0,4.2,0.47700000000000004,0.529,1.2,1.4,0.838,1.1,4.4,5.5,2.0,0.5,0.2,1.0,1.5,9.7,14.6,0.56,0.457,0.183,5.4,22.4,14.0,13.3,1.1,0.6,9.6,19.1,0.7,0.6,1.3,0.107,0.1,-0.6,-0.5,0.2
DeMar DeRozan,SAS,27739975,Cap Space,$27739975,PF,31.0,37.0,37.0,33.8,7.0,14.4,0.489,0.5,1.6,0.3,6.5,12.8,0.513,0.506,5.9,6.6,0.882,0.6,3.8,4.4,7.2,1.0,0.3,1.8,1.9,20.4,21.8,0.59,0.113,0.462,1.8,12.0,6.8,32.6,1.5,0.7,9.2,24.6,3.6,1.1,4.8,0.184,3.6,0.1,3.7,1.8
Giannis Antetokounmpo,MIL,27528090,1st Round Pick,$203793556,PF,26.0,43.0,43.0,34.0,10.3,18.5,0.556,1.2,3.8,0.303,9.1,14.7,0.622,0.5870000000000001,6.7,9.9,0.679,1.8,9.6,11.4,6.3,1.2,1.3,3.6,2.9,28.4,28.7,0.622,0.20800000000000002,0.5329999999999999,5.7,28.9,17.6,30.0,1.6,3.3,13.7,32.7,4.8,2.4,7.3,0.239,6.0,2.5,8.5,3.9
Steven Adams,NOP,27528090,1st Round Pick,$62528090,C,27.0,43.0,43.0,28.1,3.4,5.4,0.631,0.0,0.1,0.0,3.4,5.3,0.639,0.631,1.0,2.3,0.455,3.9,5.0,8.9,1.9,0.9,0.7,1.5,2.0,7.9,15.6,0.613,0.013000000000000001,0.425,15.5,19.7,17.6,8.9,1.6,2.4,18.8,12.0,2.0,0.9,2.9,0.115,-0.1,-0.7,-0.8,0.4
Al Horford,OKC,27500000,Cap Space,$69000000,C,34.0,28.0,28.0,27.9,5.8,12.9,0.45,2.0,5.4,0.368,3.8,7.4,0.51,0.528,0.6,0.8,0.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,1.7,14.2,17.6,0.5379999999999999,0.42200000000000004,0.061,3.9,21.2,12.6,20.0,1.5,2.9,7.3,22.2,0.7,1.1,1.8,0.11,1.9,1.4,3.3,1.0
Brandon Ingram,NOP,27285000,Bird,$158253000,SF,23.0,46.0,46.0,34.4,8.5,17.9,0.475,2.4,6.2,0.386,6.1,11.7,0.521,0.541,4.5,5.1,0.8759999999999999,0.6,4.3,4.9,4.7,0.6,0.7,2.4,2.0,23.8,20.1,0.5920000000000001,0.34600000000000003,0.284,1.9,13.9,8.0,21.5,0.9,2.0,10.6,27.9,3.7,0.6,4.3,0.13,3.9,-1.5,2.4,1.7
Rudy Gobert,UTA,26525281,1st Round Pick,$184870110,C,28.0,46.0,46.0,30.7,5.6,8.6,0.65,0.0,0.1,0.0,5.6,8.5,0.655,0.65,3.6,5.8,0.616,3.5,9.9,13.4,1.2,0.5,3.0,1.6,2.3,14.7,23.9,0.6609999999999999,0.008,0.68,12.4,32.7,23.0,5.8,0.8,7.6,12.5,17.7,3.9,3.3,7.3,0.24600000000000002,2.0,2.4,4.3,2.3
Jrue Holiday,MIL,26131111,Bird Rights,$26131111,PG,30.0,35.0,32.0,31.4,6.4,12.9,0.493,1.8,4.7,0.38,4.6,8.2,0.5589999999999999,0.563,1.6,1.9,0.821,1.2,3.3,4.4,5.1,1.8,0.5,1.9,1.7,16.1,18.9,0.586,0.36700000000000005,0.14800000000000002,4.0,10.6,7.4,22.8,2.7,1.5,12.1,20.9,2.2,1.4,3.6,0.158,2.1,0.9,3.0,1.4
Nikola Vučević,CHI,26000000,Bird Rights,$72000000,C,30.0,46.0,46.0,33.9,9.9,20.4,0.485,2.6,6.4,0.402,7.3,13.9,0.523,0.5479999999999999,2.1,2.5,0.833,2.0,9.7,11.6,3.8,0.9,0.6,1.8,1.9,24.4,23.7,0.568,0.316,0.122,5.8,30.6,17.9,22.0,1.3,1.7,7.9,29.7,2.7,2.1,4.8,0.14800000000000002,5.5,0.2,5.7,3.0
Buddy Hield,SAC,24431818,1st Round pick,$86000000,SG,28.0,47.0,47.0,34.9,5.7,14.2,0.39899999999999997,4.0,10.4,0.385,1.7,3.9,0.436,0.54,1.3,1.6,0.851,0.4,4.1,4.6,3.2,0.8,0.3,1.7,2.6,16.7,12.0,0.5589999999999999,0.7290000000000001,0.111,1.3,13.4,7.3,12.5,1.1,0.8,10.4,20.4,1.0,0.1,1.2,0.034,0.3,-2.0,-1.6,0.2
Jaylen Brown,BOS,22991071,1st Round pick,$103000000,SG,24.0,43.0,43.0,34.0,9.3,19.1,0.484,2.6,6.7,0.392,6.7,12.5,0.534,0.552,3.4,4.5,0.762,1.1,4.5,5.6,3.7,1.2,0.5,2.8,2.9,24.5,20.2,0.5820000000000001,0.348,0.235,3.5,15.0,9.2,18.6,1.7,1.4,11.7,30.2,2.3,1.3,3.5,0.115,3.6,-1.0,2.6,1.7
Draymond Green,GSW,22246956,Bird Rights,$72080137,PF,30.0,40.0,40.0,30.0,2.3,5.7,0.40299999999999997,0.5,2.0,0.266,1.8,3.7,0.47600000000000003,0.449,1.0,1.3,0.774,0.8,5.6,6.4,8.4,1.4,0.8,2.8,3.2,6.1,11.8,0.489,0.35,0.235,2.8,19.7,11.3,36.1,2.2,2.3,31.0,12.8,0.3,1.8,2.1,0.083,-2.5,2.6,0.2,0.7
Harrison Barnes,SAC,22215909,Bird Rights,$60852273,PF,28.0,44.0,44.0,35.9,5.3,10.9,0.488,1.5,4.1,0.363,3.8,6.8,0.564,0.556,3.6,4.3,0.826,1.0,5.5,6.5,3.6,0.7,0.2,1.5,1.3,15.7,15.3,0.613,0.379,0.396,3.2,17.2,10.1,13.3,0.9,0.4,10.3,17.0,3.1,0.2,3.3,0.1,1.2,-1.6,-0.4,0.6
Fred VanVleet,TOR,21250000,Bird,$62175926,SG,26.0,42.0,42.0,36.8,6.6,16.7,0.395,3.4,9.1,0.373,3.2,7.6,0.42200000000000004,0.49700000000000005,3.5,4.0,0.8859999999999999,0.7,3.6,4.3,6.2,1.7,0.7,2.0,2.4,20.1,17.1,0.545,0.545,0.23600000000000002,1.9,11.4,6.5,26.3,2.2,1.9,9.7,24.0,2.2,1.4,3.6,0.11199999999999999,2.4,-0.1,2.2,1.7
Malcolm Brogdon,IND,20700000,Sign and Trade,$65000000,PG,28.0,43.0,43.0,35.3,8.2,17.7,0.462,2.7,6.6,0.41100000000000003,5.4,11.0,0.494,0.54,2.5,2.9,0.87,0.8,3.9,4.7,6.0,1.0,0.2,2.2,1.9,21.5,18.1,0.569,0.375,0.162,2.5,12.5,7.4,26.4,1.4,0.6,10.3,25.7,2.4,1.2,3.5,0.111,3.0,-1.3,1.7,1.4
Danilo Gallinari,ATL,19500000,Sign and Trade,$44975000,PF,32.0,34.0,4.0,23.4,3.9,9.2,0.423,2.1,5.1,0.4,1.8,4.0,0.45299999999999996,0.535,2.9,3.1,0.935,0.2,3.5,3.7,1.5,0.6,0.2,1.0,1.9,12.8,15.3,0.603,0.565,0.342,1.1,15.9,8.6,9.8,1.1,0.8,8.4,21.4,1.6,0.6,2.1,0.125,1.2,-1.0,0.2,0.4
Zach LaVine,CHI,19500000,Cap space,$39000000,SG,25.0,45.0,45.0,35.0,9.8,19.2,0.513,3.4,8.0,0.428,6.4,11.2,0.574,0.602,4.4,5.1,0.866,0.6,4.4,5.0,4.8,0.9,0.4,3.8,2.5,27.5,21.5,0.642,0.418,0.268,2.0,13.5,7.9,22.8,1.2,1.1,14.9,30.8,3.3,1.4,4.6,0.141,4.6,-1.1,3.6,2.2
Jerami Grant,DET,19047619,Sign and Trade,$60000000,SF,26.0,43.0,43.0,35.1,7.4,17.5,0.424,2.3,6.4,0.35,5.2,11.1,0.466,0.488,5.5,6.3,0.868,0.7,4.2,4.9,2.8,0.7,1.1,2.0,2.5,22.6,16.8,0.557,0.368,0.363,2.2,13.7,7.8,13.8,1.0,2.8,9.0,27.8,1.5,1.3,2.8,0.091,2.0,-1.1,0.9,1.1
Tim Hardaway Jr.,DAL,18975000,Cap space,$18975000,SG,28.0,44.0,19.0,29.3,6.0,13.2,0.45299999999999996,3.0,7.6,0.397,2.9,5.5,0.529,0.5670000000000001,1.9,2.4,0.785,0.3,3.1,3.4,1.8,0.5,0.1,0.9,1.6,16.8,15.7,0.5920000000000001,0.579,0.185,1.2,11.5,6.4,9.3,0.8,0.4,6.0,23.0,2.0,0.7,2.7,0.099,1.9,-1.7,0.2,0.7
Terry Rozier,CHO,18900000,Sign and Trade,$36805263,SG,26.0,43.0,43.0,33.3,7.3,15.3,0.47600000000000003,3.3,8.0,0.41600000000000004,3.9,7.2,0.542,0.585,2.7,3.1,0.8440000000000001,0.5,3.4,3.9,3.4,1.3,0.3,1.9,1.8,20.5,18.2,0.617,0.527,0.203,1.7,11.3,6.5,16.6,1.8,1.0,10.1,23.8,2.7,1.2,4.0,0.129,3.0,-0.7,2.4,1.6
Julius Randle,NYK,18900000,Cap Space,$22900000,PF,26.0,46.0,46.0,37.0,8.2,17.6,0.46799999999999997,2.0,4.8,0.419,6.2,12.7,0.486,0.525,4.6,5.8,0.787,1.4,9.3,10.8,5.8,0.9,0.2,3.3,3.1,23.0,20.0,0.5720000000000001,0.275,0.33,4.2,27.1,15.6,26.6,1.2,0.6,14.1,27.8,2.4,2.7,5.1,0.14400000000000002,3.2,0.8,4.0,2.6
LaMarcus Aldridge,SAS,19078340,,$18200000,C,35.0,21.0,18.0,25.9,5.5,11.8,0.46399999999999997,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7,15.1,0.545,0.302,0.149,3.2,15.2,9.1,10.2,0.7,2.9,7.0,22.8,0.3,0.5,0.8,0.07200000000000001,-0.2,-1.0,-1.2,0.1
Aaron Gordon,DEN,18136364,Bird Rights,$34545455,PF,25.0,26.0,26.0,29.1,5.2,11.6,0.444,1.7,4.5,0.371,3.5,7.2,0.489,0.515,2.5,4.0,0.629,1.5,5.0,6.5,4.1,0.7,0.8,2.6,1.9,14.5,15.0,0.544,0.379,0.34299999999999997,5.0,18.3,11.5,21.8,1.1,2.4,16.4,23.3,0.1,0.8,0.9,0.055,0.4,0.1,0.5,0.5
Myles Turner,IND,18000000,1st Round pick,$54000000,C,24.0,42.0,42.0,31.0,4.4,9.3,0.47700000000000004,1.5,4.4,0.33299999999999996,3.0,4.9,0.608,0.556,2.4,3.0,0.7859999999999999,1.4,5.1,6.4,1.0,0.9,3.5,1.4,3.5,12.7,16.0,0.598,0.47700000000000004,0.32299999999999995,4.8,18.4,11.6,4.6,1.4,9.6,11.5,16.6,1.1,2.2,3.3,0.122,-1.1,1.9,0.8,0.9
Bogdan Bogdanović,ATL,18000000,Cap Space,$54000000,SG,28.0,21.0,4.0,23.3,3.8,9.1,0.414,2.0,5.8,0.33899999999999997,1.8,3.3,0.5429999999999999,0.521,0.7,0.7,0.9329999999999999,0.4,2.7,3.1,2.3,0.6,0.2,1.0,2.0,10.1,12.6,0.5429999999999999,0.617,0.081,2.3,12.1,7.3,15.5,1.5,0.7,8.8,19.6,0.5,0.3,0.8,0.077,0.1,-0.5,-0.4,0.2
Goran Dragić,MIA,18000000,Bird,$18000000,PG,34.0,29.0,9.0,27.0,4.9,11.1,0.439,1.6,4.5,0.344,3.3,6.6,0.505,0.509,2.2,2.7,0.8440000000000001,0.3,3.0,3.3,4.8,0.6,0.2,2.7,2.3,13.5,12.5,0.552,0.408,0.24,1.3,12.1,6.9,28.7,1.1,0.8,18.2,24.8,-0.1,0.8,0.7,0.04,-1.7,-1.8,-3.5,-0.3
Bojan Bogdanović,UTA,17850000,Cap Space,$56100000,SF,31.0,46.0,46.0,30.0,4.7,11.5,0.41200000000000003,2.4,6.2,0.385,2.3,5.3,0.444,0.516,2.6,3.0,0.871,0.5,3.3,3.8,1.9,0.5,0.0,1.5,1.7,14.5,11.8,0.565,0.541,0.263,1.8,11.2,6.7,9.1,0.8,0.1,10.2,20.4,1.4,1.4,2.8,0.096,-0.7,-1.1,-1.8,0.1
